ResponseId,Score,Filename,Frame,Word
R_2K6EK0QoCsFAgfD,3,"Implicit 11_July 1, 2024_10.14.csv",BUILDING,STABILITY
R_50STi7DSlrqjDtF,0,"Implicit 11_July 1, 2024_10.14.csv",BUILDING,COMPLEXITY
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",BUILDING,COMPLEXITY
R_50STi7DSlrqjDtF,0,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,CASUALTIES
R_2K6EK0QoCsFAgfD,1,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,CASUALTIES
R_50STi7DSlrqjDtF,0,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,ARENA
R_2K6EK0QoCsFAgfD,1,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,ARENA
R_50STi7DSlrqjDtF,1,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,WEAPONS AND ARMOR
R_2K6EK0QoCsFAgfD,1,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,WEAPONS AND ARMOR
R_50STi7DSlrqjDtF,5,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,ALLIANCES
R_2K6EK0QoCsFAgfD,1,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,ALLIANCES
R_50STi7DSlrqjDtF,3,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,FIGHTER2
R_2K6EK0QoCsFAgfD,1,"Implicit 11_July 1, 2024_10.14.csv",IDEOLOGY,FIGHTER2
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,TRANSFORMATION
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,TRANSFORMATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,BARRIERS
R_2K6EK0QoCsFAgfD,1,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,BARRIERS
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,MOTIVATION
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,MOTIVATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,ACHIEVEMENT
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,ACHIEVEMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,SUPPORT SYSTEMS
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,SUPPORT SYSTEMS
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,ACCESSIBILITY
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,ACCESSIBILITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,OPPORTUNITY
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,OPPORTUNITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,EQUITY
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,EQUITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,INTERNALIZATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EDUCATIONAL OPPORTUNITIES,INTERNALIZATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,STRUGGLE
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,STRUGGLE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,PERSISTENCE
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,PERSISTENCE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,IMPACT
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,IMPACT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,EFFORT
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,EFFORT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,OBSTACLES
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,OBSTACLES
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,RELATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,RELATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,CHALLENGES
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,CHALLENGES
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,WEIGHT
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,WEIGHT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,PHYSICAL BURDEN
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,PHYSICAL BURDEN
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,SEVERITY
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",IMPROVING ECONOMIC STATUS,SEVERITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,TASTE
R_2K6EK0QoCsFAgfD,6,"Implicit 11_July 1, 2024_10.14.csv",EATING,TASTE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,TRANSFORMATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EATING,TRANSFORMATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,SATURATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EATING,SATURATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,REFLECTION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EATING,REFLECTION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,CHEWING
R_2K6EK0QoCsFAgfD,6,"Implicit 11_July 1, 2024_10.14.csv",EATING,CHEWING
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,PREFERENCES
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EATING,PREFERENCES
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,INTERNALIZATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EATING,INTERNALIZATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",EATING,FULFILLMENT
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",EATING,FULFILLMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,ENDURANCE
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,ENDURANCE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,OVERCOMING
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,OVERCOMING
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,STRAIN
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,STRAIN
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,BURDEN
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,BURDEN
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,RESISTANCE
R_2K6EK0QoCsFAgfD,4,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,RESISTANCE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,EFFORT
R_2K6EK0QoCsFAgfD,4,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,EFFORT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,MEASUREMENT
R_2K6EK0QoCsFAgfD,6,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,MEASUREMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,LIMITATION
R_2K6EK0QoCsFAgfD,4,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,LIMITATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,INTENSITY
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",WEIGHT,INTENSITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,CONFORMITY
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,CONFORMITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,STANDARDIZATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,STANDARDIZATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,ACHIEVEMENT
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,ACHIEVEMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,GUIDANCE
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,GUIDANCE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,EXPLORATION
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,EXPLORATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,OBSTACLES AND CHALLENGES
R_2K6EK0QoCsFAgfD,5,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,OBSTACLES AND CHALLENGES
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,PERSONALIZATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,PERSONALIZATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,NAVIGATION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,NAVIGATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,COMPLETION
R_2K6EK0QoCsFAgfD,0,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,COMPLETION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,PROGRESSION
R_2K6EK0QoCsFAgfD,4,"Implicit 11_July 1, 2024_10.14.csv",MOTION ALONG A PATH,PROGRESSION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,TRANSFORMATION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,TRANSFORMATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,UNWAVERING
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,UNWAVERING
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,CONSISTENT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,CONSISTENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,PATH
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,PATH
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,INTEGRITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,INTEGRITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,DIRECTION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,DIRECTION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,CORRUPTION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,CORRUPTION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,HONESTY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,HONESTY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,CONSISTENCY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,CONSISTENCY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,BINARY OPPOSITION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",STRAIGHTNESS,BINARY OPPOSITION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,ADAPTABILITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,ADAPTABILITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,INTERDEPENDENCY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,INTERDEPENDENCY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,FUNCTIONALITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,FUNCTIONALITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,DECISION-MAKING
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,DECISION-MAKING
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,EFFICIENCY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,EFFICIENCY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,HEALTH AND GROWTH
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,HEALTH AND GROWTH
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,PRODUCTION AND SERVICES
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,PRODUCTION AND SERVICES
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,DISEASE AND RECESSION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,DISEASE AND RECESSION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,STABILITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,STABILITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,CIRCULATION OF RESOURCES
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ECONOMY,CIRCULATION OF RESOURCES
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,DECAY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,DECAY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,MANAGEMENT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,MANAGEMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,BURDEN
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,BURDEN
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,NOURISHMENT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,NOURISHMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,DISEASE
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,DISEASE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,GROWTH
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,GROWTH
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,VITALITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,VITALITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,SUSTAINABILITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",BIOLOGICAL ENTITY,SUSTAINABILITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,INTERDEPENDENCE
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,INTERDEPENDENCE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,TRANSFORMATION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,TRANSFORMATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,VULNERABILITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,VULNERABILITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,CONDITIONALITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",ENTITY,CONDITIONALITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,STRENGTH
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,STRENGTH
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,ENFORCEMENT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,ENFORCEMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,SUPPORT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,SUPPORT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,WEAKNESS
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,WEAKNESS
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,RESTRAINT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,RESTRAINT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,VULNERABILITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,VULNERABILITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,QUALITY OF ENFORCEMENT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,QUALITY OF ENFORCEMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,RESISTANCE
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,RESISTANCE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,PREFERENCES
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,PREFERENCES
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,PROTECTION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",GUN CONTROL LEGISLATION,PROTECTION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,PUNISHABLE
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,PUNISHABLE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,MORAL JUDGMENT
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,MORAL JUDGMENT
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,TRANSGRESSION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,TRANSGRESSION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,LOGICAL REASONING
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,LOGICAL REASONING
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,SYSTEMIC ISSUE
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,SYSTEMIC ISSUE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,INEQUALITY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,INEQUALITY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,VIOLATION
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,VIOLATION
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,INJUSTICE
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,INJUSTICE
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,BLAMEWORTHY
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",CRIME,BLAMEWORTHY
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",LAISSEZ-FAIRE MARKET,MARKET REGULATIONS
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",LAISSEZ-FAIRE MARKET,MARKET REGULATIONS
R_50STi7DSlrqjDtF,,"Implicit 11_July 1, 2024_10.14.csv",LAISSEZ-FAIRE MARKET,ECONOMIC SYSTEMS
R_2K6EK0QoCsFAgfD,,"Implicit 11_July 1, 2024_10.14.csv",LAISSEZ-FAIRE MARKET,ECONOMIC SYSTEMS
